screening_score,recommendation_rank,skill_overlap,gap_ratio,nice_skill_overlap,has_cv,cover_letter_words,has_phone,seniority_tier,required_skill_count,nice_skill_count,location_signal,was_shortlisted,reached_interview,days_to_offer,days_to_respond,interview_rounds,interview_format_video,interview_format_phone,interview_format_inperson,label_hired,label_accepted
68,3,0.5,0.5,0.75,1,292,1,2,8,2.0,1,1,1,23,12,2,1,0,0,1,1
62,3,0.75,0.25,0.5,1,129,1,1,5,2.0,1,1,0,53,3,1,1,0,0,1,0
87,4,0.75,0.25,0.75,1,237,1,1,6,3.0,0,1,0,33,9,1,1,0,0,1,0
87,4,0.5,0.5,0.5,1,192,1,1,5,4.0,0,1,0,27,13,4,1,0,0,1,0
62,3,0.75,0.25,1.0,1,173,1,4,7,1.0,1,1,1,118,7,1,1,0,0,1,1
63,3,0.5,0.5,0.25,1,226,1,1,6,2.0,1,1,0,17,1,1,1,0,0,1,0
65,3,0.75,0.25,1.0,1,284,1,2,4,3.0,1,1,1,16,4,3,1,0,0,1,0
66,3,0.75,0.25,0.75,1,249,1,2,4,4.0,1,1,1,26,12,1,0,1,0,1,1
69,3,0.5,0.5,1.0,1,294,1,1,8,2.0,1,1,0,23,12,3,0,0,1,1,1
91,4,1.0,0.0,0.75,1,322,1,4,6,3.0,1,1,1,59,5,2,1,0,0,1,1
72,3,0.5,0.5,1.0,1,234,1,2,4,1.0,1,1,1,93,3,1,1,0,0,1,1
68,3,0.75,0.25,1.0,1,281,1,3,3,2.0,1,1,1,52,5,5,0,1,0,1,1
65,3,0.5,0.5,0.5,1,308,1,3,3,4.0,1,1,1,64,4,1,1,0,0,1,1
86,4,0.75,0.25,0.25,1,292,1,1,8,3.0,0,1,0,51,11,4,0,0,1,1,1
66,3,0.75,0.25,0.5,1,210,1,3,8,4.0,1,1,1,71,12,1,0,1,0,1,1
59,3,0.75,0.25,1.0,1,139,1,4,5,1.0,1,1,1,79,1,3,0,1,0,1,1
61,3,0.75,0.25,0.75,1,180,1,3,4,2.0,1,1,1,22,11,5,0,1,0,1,1
66,3,0.75,0.25,0.75,1,257,1,3,5,4.0,0,1,1,59,11,5,1,0,0,1,1
64,3,0.75,0.25,1.0,1,244,1,4,3,4.0,1,1,1,114,9,5,0,0,1,1,0
63,3,0.5,0.5,0.25,1,227,1,4,6,4.0,0,1,1,119,13,1,1,0,0,1,1
60,3,0.5,0.5,0.75,1,105,1,1,6,2.0,1,1,0,28,1,1,1,0,0,1,1
64,3,0.75,0.25,0.75,1,250,1,2,8,4.0,1,1,1,44,10,5,0,0,1,1,1
88,4,0.75,0.25,0.25,1,334,1,2,4,2.0,0,1,1,69,2,2,0,0,1,1,1
66,3,1.0,0.0,0.25,1,275,1,1,4,4.0,0,1,0,32,13,1,1,0,0,1,1
56,3,0.5,0.5,0.25,1,76,1,1,3,4.0,1,1,0,36,7,1,0,1,0,1,1
61,3,0.75,0.25,1.0,1,187,1,2,5,2.0,0,1,1,43,2,1,1,0,0,1,1
73,3,0.5,0.5,0.5,1,297,1,4,6,2.0,1,1,1,69,11,5,0,0,1,1,1
59,3,0.75,0.25,1.0,1,198,1,2,3,4.0,1,1,1,37,11,2,1,0,0,1,1
59,3,0.75,0.25,1.0,1,234,1,1,7,2.0,1,1,0,58,7,1,1,0,0,1,1
60,3,0.25,0.75,0.25,1,217,1,2,5,2.0,0,1,1,25,5,4,0,0,1,1,1
59,3,0.5,0.5,0.75,1,114,1,2,7,3.0,1,1,1,76,1,1,1,0,0,1,1
65,3,1.0,0.0,1.0,1,299,1,1,5,4.0,1,1,0,60,13,1,1,0,0,1,1
65,3,0.5,0.5,1.0,1,209,1,1,3,1.0,1,1,0,37,3,1,0,1,0,1,1
63,3,0.75,0.25,1.0,1,112,1,1,3,4.0,1,1,0,25,12,1,0,0,1,1,0
60,3,0.75,0.25,0.25,1,295,1,2,6,2.0,1,1,1,49,9,1,1,0,0,1,0
69,3,0.75,0.25,0.25,1,293,1,1,6,1.0,0,1,0,23,10,3,1,0,0,1,1
70,3,0.75,0.25,0.75,1,227,1,1,7,2.0,0,1,0,23,10,1,0,1,0,1,0
59,3,0.5,0.5,0.75,1,119,1,2,8,2.0,0,1,1,52,13,5,0,0,1,1,1
64,3,0.5,0.5,0.75,1,213,1,1,3,3.0,1,1,0,43,1,1,0,0,1,1,1
76,4,0.75,0.25,0.25,1,126,1,2,4,3.0,1,1,1,55,14,1,1,0,0,1,1
66,3,0.75,0.25,0.5,1,293,1,1,4,1.0,1,1,0,40,1,1,1,0,0,1,1
58,3,0.5,0.5,0.25,1,129,1,3,3,2.0,0,1,1,70,14,1,0,0,1,1,0
73,3,0.75,0.25,0.75,1,300,1,3,3,1.0,1,1,1,112,4,5,0,0,1,1,1
71,3,0.75,0.25,0.5,1,259,1,4,3,2.0,0,1,1,120,12,1,1,0,0,1,0
67,3,0.75,0.25,1.0,1,304,1,2,6,3.0,1,1,1,41,2,5,1,0,0,1,1
74,3,0.5,0.5,0.5,1,292,1,1,3,4.0,1,1,0,62,7,5,0,0,1,1,1
84,4,0.75,0.25,1.0,1,244,1,1,4,1.0,0,1,0,31,8,5,0,0,1,1,1
65,3,0.75,0.25,1.0,1,141,1,1,3,3.0,0,1,0,20,14,1,1,0,0,1,0
87,4,1.0,0.0,0.5,1,321,1,1,7,2.0,1,1,0,67,2,1,1,0,0,1,1
66,3,0.5,0.5,0.25,1,227,1,2,6,2.0,1,1,1,79,1,1,1,0,0,1,1
63,3,0.5,0.5,1.0,1,165,1,2,8,3.0,0,1,1,19,10,3,0,0,1,1,1
75,3,0.5,0.5,0.5,1,216,1,3,3,1.0,1,1,1,53,1,2,1,0,0,1,1
87,4,0.5,0.5,0.75,1,226,1,2,4,4.0,1,1,1,85,11,1,0,1,0,1,1
66,3,0.5,0.5,0.5,1,314,1,1,5,2.0,1,1,0,39,1,1,0,1,0,1,1
68,3,0.25,0.75,0.5,1,196,1,2,6,1.0,1,1,1,38,14,5,0,0,1,1,0
58,3,0.75,0.25,0.75,1,126,1,1,3,4.0,1,1,0,23,8,1,0,0,1,1,1
67,3,0.75,0.25,1.0,1,319,1,4,4,4.0,1,1,1,53,14,4,0,0,1,1,1
62,3,0.75,0.25,0.25,1,137,1,1,5,3.0,1,1,0,68,2,1,1,0,0,1,1
81,4,0.75,0.25,0.75,1,180,1,1,3,3.0,1,1,0,29,4,1,0,0,1,1,1
66,3,0.75,0.25,0.75,1,204,1,1,5,1.0,1,1,0,28,7,4,0,0,1,1,1
65,3,0.5,0.5,0.5,1,228,1,2,7,2.0,1,1,1,89,1,1,1,0,0,1,1
66,3,0.5,0.5,0.25,1,187,1,1,6,2.0,1,1,0,22,2,1,0,1,0,1,1
70,3,0.75,0.25,0.75,1,322,1,1,5,4.0,1,1,0,45,5,1,0,0,1,1,0
56,3,0.75,0.25,0.5,1,183,1,4,5,2.0,1,1,1,59,11,3,0,1,0,1,1
61,3,0.25,0.75,0.25,1,95,1,1,8,3.0,0,1,0,45,10,1,1,0,0,1,1
65,3,0.5,0.5,0.5,1,266,1,1,6,2.0,1,1,0,18,2,1,1,0,0,1,0
80,4,0.75,0.25,0.25,1,217,1,4,6,3.0,1,1,1,116,1,5,1,0,0,1,1
65,3,0.25,0.75,1.0,1,204,1,1,8,1.0,0,1,0,19,10,2,1,0,0,1,1
66,3,0.75,0.25,1.0,1,239,1,1,3,3.0,1,1,0,47,6,1,0,0,1,1,1
60,3,0.5,0.5,0.25,1,153,1,1,3,1.0,1,1,0,30,12,5,1,0,0,1,0
71,3,0.75,0.25,0.75,1,301,1,2,5,3.0,0,1,1,27,5,5,0,0,1,1,1
64,3,0.75,0.25,1.0,1,342,1,2,4,1.0,1,1,1,16,6,5,1,0,0,1,1
83,4,0.75,0.25,0.75,1,253,1,4,4,4.0,1,1,1,31,4,2,1,0,0,1,1
66,3,0.5,0.5,0.75,1,296,1,1,3,4.0,0,1,0,50,4,1,0,0,1,1,1
62,3,0.75,0.25,0.25,1,193,1,4,8,3.0,0,1,1,42,10,5,0,1,0,1,1
69,3,0.75,0.25,1.0,1,322,1,2,6,4.0,0,1,1,56,7,3,1,0,0,1,1
59,3,0.75,0.25,0.25,1,177,1,1,7,4.0,0,1,0,23,10,1,0,0,1,1,0
67,3,0.75,0.25,0.25,1,209,1,2,3,1.0,0,1,1,67,2,1,0,1,0,1,1
68,3,0.25,0.75,0.75,1,257,1,1,5,3.0,1,1,0,54,8,1,0,1,0,1,1
63,3,0.75,0.25,0.25,1,312,1,2,6,2.0,1,1,1,76,7,1,1,0,0,1,1
81,4,0.75,0.25,0.5,1,285,1,2,6,4.0,0,1,1,116,13,1,0,0,1,1,1
65,3,1.0,0.0,1.0,1,257,1,1,7,4.0,0,1,0,30,6,1,1,0,0,1,1
68,3,0.75,0.25,0.75,1,290,1,2,7,4.0,1,1,1,51,2,2,1,0,0,1,1
71,3,1.0,0.0,0.25,1,403,1,2,5,2.0,1,1,1,48,10,5,0,0,1,1,1
68,3,1.0,0.0,0.5,1,331,1,2,7,1.0,1,1,1,73,3,1,1,0,0,1,1
85,4,0.5,0.5,0.75,1,230,1,1,4,1.0,0,1,0,35,13,1,1,0,0,1,1
65,3,0.75,0.25,1.0,1,189,1,2,3,1.0,1,1,1,66,6,4,1,0,0,1,1
81,4,0.25,0.75,0.75,1,199,1,3,8,4.0,1,1,1,55,11,2,1,0,0,1,1
62,3,0.75,0.25,0.5,1,243,1,1,3,3.0,1,1,0,89,10,1,1,0,0,1,1
62,3,0.5,0.5,0.5,1,202,1,2,4,2.0,1,1,1,43,7,5,1,0,0,1,1
69,3,0.75,0.25,0.5,1,267,1,2,3,2.0,1,1,1,39,9,1,0,1,0,1,1
88,4,0.75,0.25,0.25,1,242,1,1,4,1.0,1,1,0,79,3,1,1,0,0,1,1
70,3,0.75,0.25,0.75,1,365,1,3,5,3.0,0,1,1,26,2,3,1,0,0,1,1
55,3,0.5,0.5,0.5,1,178,1,3,3,2.0,1,1,1,86,11,4,1,0,0,1,1
60,3,0.75,0.25,1.0,1,264,1,1,5,4.0,0,1,0,59,14,1,0,1,0,1,1
66,3,0.75,0.25,0.25,1,324,1,3,8,1.0,1,1,1,40,13,5,1,0,0,1,1
58,3,1.0,0.0,1.0,1,125,1,1,3,4.0,1,1,0,81,5,1,0,0,1,1,1
83,4,0.5,0.5,0.5,1,215,1,1,8,1.0,1,1,0,24,6,1,1,0,0,1,0
65,3,0.75,0.25,0.25,1,247,1,1,5,2.0,1,1,0,31,6,1,0,1,0,1,1
64,3,0.75,0.25,0.25,1,278,1,4,6,2.0,1,1,1,77,10,3,1,0,0,1,1
65,3,0.75,0.25,1.0,1,202,1,2,5,3.0,0,1,1,51,9,1,0,0,1,1,1
63,3,0.5,0.5,0.5,1,237,1,2,4,3.0,0,1,1,73,12,1,1,0,0,1,1
63,3,0.5,0.5,1.0,1,214,1,2,3,1.0,1,1,1,49,14,5,0,0,1,1,1
67,3,0.25,0.75,0.5,1,187,1,4,6,2.0,1,1,1,58,6,3,1,0,0,1,1
58,3,0.5,0.5,0.75,1,172,1,4,8,3.0,1,1,1,24,10,2,0,1,0,1,1
66,3,0.75,0.25,0.75,1,223,1,1,6,2.0,1,1,0,68,8,1,0,0,1,1,1
63,3,1.0,0.0,0.75,1,196,1,1,6,1.0,1,1,0,25,14,5,1,0,0,1,1
62,3,0.75,0.25,0.5,1,178,1,1,6,1.0,1,1,0,46,5,1,0,1,0,1,1
70,3,0.75,0.25,0.5,1,264,1,2,5,3.0,1,1,1,59,3,1,0,0,1,1,1
63,3,0.5,0.5,0.75,1,215,1,4,3,2.0,1,1,1,25,6,5,0,1,0,1,1
71,3,0.5,0.5,0.5,1,183,1,4,6,3.0,1,1,1,43,9,3,1,0,0,1,1
65,3,1.0,0.0,1.0,1,268,1,1,8,1.0,0,1,0,25,14,1,1,0,0,1,1
61,3,0.75,0.25,0.75,1,230,1,4,4,3.0,1,1,1,134,12,5,1,0,0,1,1
71,3,1.0,0.0,1.0,1,381,1,3,8,1.0,1,1,1,69,1,1,0,0,1,1,1
62,3,1.0,0.0,1.0,1,259,1,1,8,3.0,0,1,0,21,8,1,0,1,0,1,1
79,4,0.75,0.25,1.0,1,176,1,1,4,4.0,1,1,0,28,3,1,0,0,1,1,1
60,3,0.25,0.75,1.0,1,92,1,1,6,2.0,0,1,0,21,6,1,1,0,0,1,0
83,4,0.75,0.25,0.5,1,157,1,1,7,1.0,1,1,0,53,14,1,0,0,1,1,1
63,3,0.25,0.75,0.25,1,192,1,4,5,1.0,1,1,1,118,14,2,0,0,1,1,0
62,3,0.5,0.5,1.0,1,110,1,4,7,2.0,1,1,1,120,3,1,0,0,1,1,1
84,4,0.5,0.5,0.75,1,151,1,1,8,1.0,1,1,0,21,2,1,1,0,0,1,0
67,3,0.5,0.5,0.75,1,136,1,4,6,4.0,1,1,1,69,10,2,1,0,0,1,1
67,3,0.75,0.25,1.0,1,250,1,2,8,4.0,1,1,1,35,6,1,1,0,0,1,1
88,4,0.75,0.25,0.25,1,257,1,4,7,4.0,1,1,1,118,7,4,1,0,0,1,1
63,3,0.75,0.25,1.0,1,299,1,3,7,4.0,0,1,1,67,13,5,1,0,0,1,1
64,3,0.75,0.25,0.75,1,211,1,2,8,3.0,0,1,1,69,13,4,0,0,1,1,1
66,3,0.75,0.25,0.75,1,311,1,1,4,2.0,1,1,0,44,13,1,0,1,0,1,1
63,3,1.0,0.0,1.0,1,175,1,4,3,2.0,1,1,1,114,11,1,0,0,1,1,1
64,3,0.5,0.5,1.0,1,225,1,2,3,2.0,0,1,1,78,14,4,1,0,0,1,1
59,3,0.75,0.25,1.0,1,107,1,1,4,4.0,1,1,0,26,11,1,0,0,1,1,1
74,3,1.0,0.0,1.0,1,303,1,2,7,2.0,1,1,1,20,13,5,0,1,0,1,1
68,3,0.5,0.5,1.0,1,273,1,3,6,2.0,1,1,1,122,8,3,0,1,0,1,1
69,3,0.75,0.25,1.0,1,297,1,2,5,3.0,1,1,1,108,1,5,0,0,1,1,1
65,3,0.75,0.25,1.0,1,230,1,3,3,2.0,0,1,1,72,12,1,0,0,1,1,0
65,3,0.5,0.5,0.5,1,229,1,1,7,2.0,1,1,0,33,14,1,0,0,1,1,1
62,3,0.5,0.5,0.5,1,153,1,1,5,1.0,1,1,0,55,5,1,0,0,1,1,1
64,3,0.75,0.25,0.75,1,195,1,2,7,1.0,1,1,1,55,6,5,1,0,0,1,1
69,3,0.75,0.25,0.25,1,244,1,1,3,1.0,1,1,0,53,9,3,0,0,1,1,0
70,3,0.75,0.25,0.5,1,230,1,1,4,2.0,1,1,0,29,10,2,1,0,0,1,1
66,3,0.75,0.25,1.0,1,227,1,1,3,4.0,1,1,0,24,10,1,1,0,0,1,1
67,3,1.0,0.0,0.75,1,235,1,2,4,2.0,1,1,1,72,6,1,1,0,0,1,1
81,4,0.75,0.25,0.75,1,244,1,4,8,3.0,0,1,1,14,12,3,0,1,0,1,1
68,3,0.5,0.5,1.0,1,275,1,4,5,2.0,0,1,1,117,12,5,1,0,0,1,1
71,3,0.75,0.25,1.0,1,264,1,1,5,2.0,0,1,0,23,14,1,0,0,1,1,1
65,3,0.75,0.25,0.25,1,172,1,2,4,1.0,1,1,1,71,9,1,0,1,0,1,0
66,3,0.75,0.25,0.25,1,226,1,1,4,3.0,0,1,0,43,2,1,0,0,1,1,0
68,3,0.5,0.5,0.25,1,244,1,2,7,3.0,1,1,1,72,12,1,1,0,0,1,1
70,3,0.75,0.25,0.25,1,274,1,3,8,2.0,1,1,1,57,2,3,0,1,0,1,1
66,3,0.75,0.25,0.75,1,158,1,1,7,3.0,1,1,0,61,3,5,1,0,0,1,1
66,3,0.25,0.75,0.25,1,217,1,2,7,2.0,1,1,1,61,4,1,0,1,0,1,1
64,3,0.75,0.25,0.5,1,260,1,4,5,2.0,0,1,1,35,3,4,0,1,0,1,1
69,3,0.5,0.5,0.75,1,269,1,3,3,3.0,0,1,1,40,11,2,1,0,0,1,0
56,3,0.75,0.25,0.75,1,231,1,3,7,3.0,1,1,1,58,7,5,0,1,0,1,0
88,4,0.75,0.25,1.0,1,309,1,3,7,1.0,0,1,1,64,4,1,0,1,0,1,1
51,3,0.75,0.25,0.25,1,145,1,2,6,2.0,0,1,1,56,1,1,0,0,1,1,1
63,3,0.75,0.25,0.25,1,272,1,3,3,2.0,1,1,1,64,4,1,0,1,0,1,1
64,3,0.25,0.75,0.25,1,136,1,2,7,4.0,1,1,1,108,10,1,0,0,1,1,1
67,3,0.75,0.25,0.25,1,263,1,1,8,2.0,1,1,0,23,12,1,0,0,1,1,0
62,3,0.75,0.25,0.75,1,233,1,1,4,4.0,1,1,0,30,5,4,0,1,0,1,0
57,3,0.75,0.25,1.0,1,122,1,4,3,3.0,1,1,1,123,2,1,1,0,0,1,1
66,3,0.25,0.75,1.0,1,157,1,4,7,1.0,1,1,1,107,8,4,0,1,0,1,1
67,3,0.75,0.25,0.25,1,332,1,4,4,2.0,1,1,1,48,11,5,1,0,0,1,1
69,3,0.75,0.25,0.5,1,171,1,1,7,4.0,0,1,0,49,1,5,0,1,0,1,1
65,3,0.75,0.25,1.0,1,240,1,3,7,2.0,1,1,1,62,12,1,0,0,1,1,1
66,3,0.75,0.25,0.75,1,267,1,2,4,3.0,1,1,1,67,3,1,1,0,0,1,1
70,3,0.75,0.25,1.0,1,217,1,2,3,4.0,1,1,1,68,4,1,1,0,0,1,1
69,3,0.75,0.25,0.5,1,315,1,2,6,3.0,1,1,1,68,9,1,0,1,0,1,1
62,3,0.75,0.25,0.5,1,225,1,4,5,1.0,1,1,1,112,1,1,1,0,0,1,1
62,3,0.75,0.25,1.0,1,182,1,2,8,2.0,1,1,1,54,5,3,1,0,0,1,1
62,3,0.75,0.25,1.0,1,176,1,2,5,2.0,0,1,1,62,2,1,1,0,0,1,1
55,3,0.75,0.25,0.75,1,106,1,1,4,2.0,0,1,0,47,4,3,0,0,1,1,1
67,3,0.5,0.5,1.0,1,265,1,3,8,4.0,1,1,1,62,11,5,0,1,0,1,0
85,4,0.75,0.25,0.75,1,304,1,1,7,1.0,1,1,0,35,4,3,0,1,0,1,1
68,3,1.0,0.0,1.0,1,275,1,2,6,3.0,1,1,1,90,1,2,1,0,0,1,1
65,3,0.75,0.25,0.75,1,238,1,3,8,4.0,1,1,1,63,4,1,1,0,0,1,1
64,3,1.0,0.0,0.5,1,261,1,1,7,4.0,0,1,0,32,2,5,0,0,1,1,1
62,3,0.5,0.5,0.5,1,169,1,4,8,3.0,0,1,1,57,9,3,0,0,1,1,1
66,3,0.75,0.25,0.75,1,225,1,1,7,4.0,1,1,0,18,14,1,0,0,1,1,1
67,3,0.5,0.5,0.5,1,231,1,2,5,2.0,1,1,1,58,3,1,0,1,0,1,1
75,4,0.25,0.75,0.5,1,92,1,2,3,3.0,1,1,1,39,11,3,1,0,0,1,1
65,3,1.0,0.0,0.75,1,359,1,4,6,3.0,0,1,1,114,6,5,0,0,1,1,0
69,3,0.75,0.25,0.25,1,234,1,4,7,1.0,0,1,1,113,2,4,1,0,0,1,1
77,4,0.5,0.5,0.75,1,93,1,1,8,1.0,0,1,0,42,10,1,1,0,0,1,1
74,4,1.0,0.0,0.5,1,152,1,2,7,4.0,1,1,1,81,3,5,1,0,0,1,1
67,3,0.75,0.25,0.25,1,252,1,2,6,1.0,0,1,1,62,8,4,1,0,0,1,1
67,3,0.5,0.5,0.75,1,212,1,1,6,2.0,1,1,0,27,8,5,0,0,1,1,0
64,3,0.75,0.25,0.75,1,294,1,2,3,3.0,0,1,1,38,9,1,1,0,0,1,0
66,3,1.0,0.0,1.0,1,268,1,1,3,3.0,1,1,0,34,2,1,0,0,1,1,1
70,3,0.75,0.25,1.0,1,288,1,2,3,3.0,1,1,1,93,4,1,1,0,0,1,1
66,3,0.5,0.5,0.75,1,214,1,2,8,4.0,0,1,1,45,11,1,0,1,0,1,1
70,3,0.75,0.25,1.0,1,301,1,2,7,4.0,0,1,1,74,14,1,1,0,0,1,0
64,3,0.5,0.5,1.0,1,295,1,2,4,4.0,0,1,1,49,1,3,0,1,0,1,1
66,3,0.75,0.25,0.5,1,231,1,3,5,3.0,1,1,1,33,6,2,1,0,0,1,1
64,3,0.75,0.25,0.25,1,212,1,2,5,4.0,0,1,1,43,13,3,0,1,0,1,1
58,3,0.75,0.25,1.0,1,91,1,1,4,3.0,1,1,0,46,5,5,1,0,0,1,1
62,3,0.75,0.25,0.25,1,101,1,2,5,3.0,1,1,1,40,7,5,0,0,1,1,1
64,3,0.75,0.25,0.25,1,100,1,2,5,4.0,1,1,1,39,13,1,1,0,0,1,1
86,4,0.75,0.25,0.5,1,178,1,3,7,4.0,0,1,1,52,14,3,0,1,0,1,1
63,3,1.0,0.0,0.5,1,122,1,2,7,1.0,0,1,1,40,10,2,1,0,0,1,1
62,3,1.0,0.0,0.5,1,189,1,4,3,4.0,0,1,1,47,10,2,0,0,1,1,1
66,3,0.5,0.5,0.25,1,208,1,2,5,3.0,1,1,1,121,9,1,1,0,0,1,1
68,3,0.5,0.5,1.0,1,213,1,2,8,4.0,1,1,1,56,4,1,0,1,0,1,1
69,3,0.75,0.25,1.0,1,320,1,1,8,3.0,0,1,0,62,13,1,1,0,0,1,0
60,3,0.5,0.5,1.0,1,110,1,1,7,4.0,1,1,0,40,1,1,1,0,0,1,1
68,3,0.75,0.25,0.75,1,240,1,4,7,2.0,1,1,1,127,1,1,1,0,0,1,1
68,3,0.75,0.25,0.75,1,293,1,1,3,1.0,1,1,0,46,9,5,0,1,0,1,1
63,3,0.75,0.25,0.25,1,234,1,1,8,1.0,0,1,0,33,12,4,0,0,1,1,1
61,3,0.75,0.25,0.75,1,185,1,3,7,2.0,0,1,1,26,12,2,0,1,0,1,1
67,3,0.75,0.25,0.5,1,249,1,1,8,1.0,1,1,0,39,10,4,0,1,0,1,1
65,3,1.0,0.0,1.0,1,246,1,1,8,2.0,1,1,0,61,6,1,0,1,0,1,1
66,3,0.5,0.5,0.25,1,221,1,3,4,1.0,0,1,1,70,6,1,1,0,0,1,1
83,4,0.5,0.5,0.25,1,130,1,2,3,1.0,0,1,1,47,6,3,1,0,0,1,0
58,3,0.75,0.25,0.25,1,123,1,3,6,3.0,0,1,1,50,4,1,1,0,0,1,0
68,3,0.75,0.25,1.0,1,251,1,4,5,4.0,1,1,1,120,6,5,1,0,0,1,1
85,4,0.75,0.25,0.75,1,236,1,4,3,1.0,1,1,1,65,2,3,1,0,0,1,1
65,3,1.0,0.0,1.0,1,347,1,4,4,3.0,1,1,1,51,5,2,1,0,0,1,1
73,3,0.75,0.25,1.0,1,287,1,2,8,3.0,1,1,1,57,14,3,0,0,1,1,1
67,3,0.25,0.75,0.5,1,263,1,1,5,3.0,1,1,0,25,10,1,1,0,0,1,0
63,3,0.75,0.25,0.5,1,299,1,2,4,1.0,1,1,1,33,2,5,0,1,0,1,1
68,3,0.75,0.25,0.75,1,358,1,4,6,3.0,1,1,1,35,5,3,0,0,1,1,1
65,3,0.75,0.25,0.75,1,298,1,1,6,1.0,1,1,0,30,4,5,0,0,1,1,1
65,3,0.5,0.5,0.75,1,222,1,1,4,1.0,1,1,0,21,4,1,1,0,0,1,0
58,3,0.75,0.25,0.5,1,133,1,1,8,2.0,0,1,0,50,10,1,0,0,1,1,1
67,3,0.5,0.5,0.75,1,301,1,2,6,4.0,1,1,1,67,13,1,1,0,0,1,1
70,3,0.5,0.5,0.25,1,280,1,2,3,1.0,0,1,1,31,10,4,1,0,0,1,1
66,3,0.75,0.25,0.75,1,252,1,1,4,4.0,1,1,0,57,7,5,0,0,1,1,1
63,3,0.5,0.5,0.25,1,149,1,1,8,4.0,1,1,0,42,3,3,0,0,1,1,0
63,3,1.0,0.0,0.25,1,211,1,1,3,4.0,1,1,0,53,3,1,1,0,0,1,1
83,4,0.75,0.25,1.0,1,169,1,1,3,2.0,1,1,0,33,12,2,1,0,0,1,1
62,3,0.75,0.25,0.5,1,316,1,4,6,1.0,1,1,1,119,10,3,1,0,0,1,1
58,3,0.75,0.25,0.75,1,153,1,2,5,1.0,1,1,1,41,8,1,0,1,0,1,1
65,3,0.75,0.25,0.75,1,358,1,2,4,4.0,1,1,1,35,9,4,0,0,1,1,1
65,3,0.5,0.5,0.25,1,187,1,1,5,1.0,1,1,0,40,12,5,1,0,0,1,1
71,3,1.0,0.0,0.25,1,372,1,1,4,3.0,1,1,0,37,12,2,1,0,0,1,1
71,3,0.75,0.25,0.75,1,318,1,2,5,2.0,1,1,1,55,2,3,1,0,0,1,1
66,3,0.75,0.25,0.25,1,188,1,3,4,4.0,1,1,1,77,6,1,1,0,0,1,1
66,3,0.75,0.25,0.25,1,244,1,3,6,3.0,1,1,1,56,1,4,1,0,0,1,0
82,4,0.5,0.5,0.5,1,235,1,1,7,3.0,1,1,0,26,6,2,0,0,1,1,0
73,3,1.0,0.0,0.25,1,387,1,3,8,4.0,1,1,1,79,9,1,1,0,0,1,0
64,3,0.25,0.75,0.5,1,218,1,3,3,4.0,0,1,1,52,3,2,1,0,0,1,1
62,3,1.0,0.0,1.0,1,214,1,1,4,2.0,1,1,0,36,3,5,1,0,0,1,1
68,3,0.75,0.25,0.75,1,263,1,1,4,3.0,1,1,0,32,7,5,1,0,0,1,0
64,3,0.75,0.25,1.0,1,245,1,3,6,3.0,0,1,1,34,8,4,0,1,0,1,1
68,3,0.75,0.25,0.25,1,254,1,2,6,4.0,1,1,1,34,10,4,1,0,0,1,1
70,3,0.75,0.25,1.0,1,295,1,1,8,2.0,1,1,0,34,1,1,0,1,0,1,0
56,3,0.5,0.5,0.75,1,91,1,3,8,2.0,1,1,1,67,4,2,1,0,0,1,1
68,3,0.75,0.25,1.0,1,266,1,2,7,4.0,1,1,1,44,11,1,0,0,1,1,1
67,3,0.5,0.5,1.0,1,223,1,1,4,4.0,1,1,0,43,10,3,1,0,0,1,1
66,3,1.0,0.0,0.5,1,272,1,4,3,3.0,1,1,1,58,13,4,1,0,0,1,1
66,3,0.75,0.25,0.5,1,302,1,2,8,1.0,1,1,1,31,12,2,1,0,0,1,1
63,3,0.75,0.25,0.75,1,231,1,1,8,2.0,1,1,0,32,12,2,0,1,0,1,1
64,3,0.75,0.25,0.75,1,240,1,1,4,2.0,0,1,0,39,8,1,0,0,1,1,1
67,3,0.75,0.25,0.25,1,262,1,2,3,3.0,1,1,1,42,14,1,1,0,0,1,1
62,3,0.25,0.75,1.0,1,208,1,2,7,3.0,1,1,1,91,6,3,0,1,0,1,1
61,3,0.75,0.25,0.75,1,94,1,2,6,4.0,0,1,1,25,13,5,0,1,0,1,1
59,3,0.75,0.25,0.75,1,177,1,1,8,1.0,1,1,0,81,6,1,0,0,1,1,1
71,3,0.75,0.25,0.75,1,387,1,2,6,2.0,1,1,1,20,7,5,1,0,0,1,1
66,3,0.75,0.25,0.5,1,237,1,1,7,3.0,1,1,0,23,10,1,1,0,0,1,1
88,4,1.0,0.0,0.25,1,173,1,2,7,4.0,1,1,1,77,6,1,0,1,0,1,1
64,3,0.75,0.25,0.5,1,328,1,3,3,1.0,1,1,1,63,3,3,0,1,0,1,1
70,3,0.75,0.25,1.0,1,250,1,4,3,4.0,0,1,1,87,13,5,0,0,1,1,1
66,3,0.75,0.25,1.0,1,239,1,1,7,1.0,1,1,0,40,7,3,0,1,0,1,0
66,3,0.75,0.25,0.25,1,234,1,2,4,1.0,0,1,1,44,13,5,0,1,0,1,0
87,4,0.5,0.5,0.75,1,296,1,2,4,4.0,0,1,1,92,6,1,1,0,0,1,0
61,3,0.75,0.25,0.25,1,112,1,1,7,4.0,1,1,0,19,14,1,0,0,1,1,1
65,3,0.75,0.25,0.75,1,257,1,1,4,4.0,1,1,0,21,9,2,1,0,0,1,0
